text,percent
Caramba amigo que gran verdad has dicho mejor descripción no pueden tener eso ecuatoriano una tribu disfrazado de gente Y por supuesto que las venezolanas cuando llegan allá llama la atención porque siempre son bellas y ellos son unos extraterrestres horrorosos,0.575
"#Ecuatorianos,sí son asesinos y violadores de mujeres venezolanas! Aún no buscan los asesinos pues cabronean a los culpables!",0.575
 Mamate un webo valeee,0.9
Que tal estuvo la cena?? Te vas a dar la vida con nuestro dinero y a los vejitoss los arreglas con 4500 bss. Pronto Dios hará justicia.,0
"Los niños afirman ser MACHITOS llega el FINDE y en grupo a acosar en discotecas donde las chicas jovenes tienen copa gratis! Luego estan los que hacen el IMBECIL! Verdad? Borra eso, desgraciado!!!!, me has caido a los pies! Una Mujer es tan persona, lamentablemente, como tu!",0.725
" AYYY AHORA PODES DECIRLO EN VOZ ALTA ""maldito maduro mamahuevooo""",0.925
"Decida más bien irse a la mierda, usted no sirve para ese cargo, usted es un arrastrado Judas que recibe jugosas comisiones para estar en contra de Venezuela, UD. Es un arrastrado",0.825
" Larrain Matte lo peor de la politica, comparable con Baradit, vulgar,degenerado ......",0.475
     Pinches maestros guevones.. eso y mas se merecen has… ,1
Pero este desgraciado todavía no lo han expedientado y a la puta calle a recoger cartones para ganarse el pan. Estoy hasta los huevos que con mis impuestos estén pagando un sueldo a estos impresentables.,0.925
" Sí estúpido, pero Chávez fue quien postuló a Maduro a la Presidencia.",0.9
Ni falta que nos hace este mamarracho arrastrao ... ,0.85
 Por su pollo,0.175
Coñooooo este HDP está más loco que una cabra,0.925
"Gracias, mariquita. Igualmente, un abrazo para tu familia. Seguramente le cerraron la cuenta al pissfella, oootra vez, por andar de stalker gay.",0.85
en serio le quiero hablar a la chica que me gusta pero como que... nunca sé q carajo decirle y siento que está incómoda cerca mío jajda):,0.675
Mucho guevón! Me hiciste reir. ,0.375
"Buenas tardes, permítanos verificar su caso, le agradeceremos enviar por mensaje privado nombre y teléfono de contacto. Estamos para atenderle.",0.025
Este martes continúan los cabildos abiertos en todo el país. Acá algunos de los que habrá en los municipios Baruta y Sucre del estado Miranda en Caracas,0.025
  Pueden faltar las calorías pero nunca falta un pajuo,0.725
TEXTO: Un texto que nunca te voy a mandar. ,0
"Burócrata gringo llama a los venezolanos ""protestar el miércoles"" contra Maduro. El lame de botas de Trump no puede dejar más en evidencia que a Gringolandia le encanta meter las narices donde no pertenece. ¡Venezuela libre de los estadounidenses!",0.7
Puede dejar de pegárseme gente rara que no es tan difícil entender algo pesáos coño,0.875
"Una cosa es predicar y otra dar trigo, ruin y necio el maestro de escuela y ministro de Fomento.  Perdón a todos los maestros de España, tiene que haber de todo.",0.125
Un nutriente podría ayudar a combatir el Alzheimer de generación en generación  CBN,0
"Jorge Rodriguez: ""Militares alzados dispararían contra la manifestación opositora"". Obviamente pretende atemorizar a la oposición pero vale recalcar que si los alzados de verdad iban o van a disparar no será contra la marcha opositora precisamente.",0
" : Pusieron Harry Potter, Charlie y la fábrica de chocolates y Narnia en netflix, pobre Martina no me va a ver más",0.075
Comparto este texto interesante. ,0
Fue estúpido creer se nuevo que podría gustarle,0.4
 pura habladera de paja para intimidar a los que estan cagaos,0.975
"  A webo, pero carabantes en que equipo esta??",0.425
 Tonto,0.5
Qué tipo estupido eh ... alguien que me mate por favor ,0.575
Y JUGANDO PELOTA SOMOS LA GRAN CAGADA A DONDE VAMOS,0.575
 : Ya está empezando mi preocupación por la universidad,0.175
"  Lo leí como 10 veces, para acordarme que el perro se llama coco",0
"En esta Navidad de hoy me siento arrecho por culpa de la gente de Inter termina el año y nunca me arreglaron mi solicitud de señal,Pero tengo mi corazoncito y espíritu navideño, Feliz Navidad a los Hijos de Puta de Inter",0.85
El pajero de paco no me mando un meme en todo el día este desgraciado,0.725
Mientras acomodo la ropa fui encontrando cosas. Por ejemplo unos guantes que les corté los dedos y ahora los tengo puesto ,0.05
"Mira pajuo...FUERA MADURO Y DESPUÉS LO DEMAS....TU Y TU GRUPO DE HIPER OPOSITORES...LO QUE HACE ES QUEJARSE, QUEJARSE, QUEJARSE....Y NO PROPONEN NADA, NADA, LA PRIORIDAD AHORA ES SALIR DE MADURO Y LOS CUBANOS.. después saldremos de los traidores...al final el pueblo los barrerá",0.725
"""Nada ha degenerado a las mujeres como el feminismo, nada ha empobrecido a los pobres como el socialismo, y nada ha impedido el progreso como el progresismo""",0.15
"Por las boludeces que peleamos con checho jajajajajajaj que estúpido que es, alta bronca, si lo tengo acá sabés la piña que le meto. Pero me da risa jajajajaj",0.375
"Yo si te creo. Y voy a creer a toda mujer q haya pasado por esto. A mi no m importa si estas borracha, si estas drogada, y mucho menos con quien estas en tu intimidad bajo tu consentimiento. NO ES NO Y A LAS PIBAS SE LAS BANCA. Si alguien duda o no te cree, es igual d mierda q el",0.45
¿En serio les gusta las estupideces que habla el marico que viajó con la Virgen? Ugh...,0.8
"Roma es el capítulo más largo, lento y aburrido de la Rosa de Guadalupe, pero como está a blanco y negro debe ser considerada una obra de arte. Más que una película es un reto a permanecer despierto.",0.225
 Porque la Universidad nos odia y sólo había ese horario ,0.175
Carajo ustedes hacen cosas en tiempo record. Pero no hacen eso cn los verdaderos delincuentes .. a perdon si ustedes son los mayores delincuentes malnacidos,0.725
   Hijo de mil puta degenerado de mirrdaa,1
 : El acoso sexual y la violencia hacia las mujeres no son casos nuevos.  denunció un INTENTO DE VIOLACIÓN po…,0.7
"A nombre de nuestro presidente, y de todo nuestro equipo de trabajo, felicitamos a todos los compositores que alegran nuestros días con su #arte.",0
Que paja ir a comprar,0.675
"Una de las peores mierda existente es el ex que te lastima tanto pero tanto que lo único que haces todo el dia todos los dias es llorar,pero que después piensa que tenemos que olvidarnos lo mal que uno la pasó y volver. Aprendan a irse después de eso,pedazos de soretes.",0.825
Imaginate que esto no va hacer lo único SABANDIJA les queda poco no podran con el mundo entero en su contra.,0.775
" Jajaja q "" chiste "" tan guevon ",0.55
Extraño esa sensación de adrenalina antes de entrar al colegio por no saber si iba a quedar en el mismo salón que mis amigos.,0.075
Vamos cabrones por la puta 13!!!!!!!  ,0.925
" Que bella totona tienes, debe sacr la leche rico",1
" , algún comentario al respecto? ¿Le hace falta con el momento tan dulce que vivís? Pregunto ",0.1
Malparido a la ciudad no vuelvas ,0.925
"yo te doy, tú me das, no me dejo amarrar. solo quiero ser tu amante. yo te haré de mamá, tengo un don especial, no consumo principiantes",0.225
Vergacion    donde coñisimo la madre esta la contraloría y el seguimiento por:,0.625
"""Cual Aumento"" El sueldo mínimo es de 4500Bs Maduro es ilegitimo para tomar medidas en nuestro país, pero si tenemos el mejor sistema de inflación del mundo, por ende el 23 de enero salgo para restablecer el orden constitucional",0.1
Córtala comunista aguevonado. Te funcionó con Soto porque pacos infiltrados te entregaron(o vendieron información)...pero ahora y por un minuto piensa en Chile guevón descerebrado,0.9
  y no podes intentar hacer algo desde la computadora?,0.05
 Solo miralo mmgvo,0.675
Que Le pasa a esta loca jajajajaj,0.525
Muy bueno el comercial de Gillette (aunque ya podría dejar de cobrar 15 pesos más por el mismo rastrillo pero color rosa).,0.075
Atención Seguimos esperando dos pronunciamientos de las Autoridades :Cuando eliminarán la tabla de consumo de drogas 2 .que el estado creará centros para la rehabilitación  de adictos !para evitar que los padres desesperados busquen solucion en centros privados clandestinos,0.175
Podría traducir lo de las cartas pero que lo haga otro gghfvgb la pereza me gana hoy... además mi coreano sigue siendo básico apenas sé escribir algunas frases.,0.075
¿Sabías que la salud bucodental está relacionada con la artritis reumatoide? No te pierdas este vídeo de la Dra. Lilith Stange,0
Espero que esta bebita sea feliz y siga sonriendo porque se merece toda la felicidad del mundo ,0
El celular de mí gordo anda para la mierda,0.575
"  Error grave, la explosión no ocurrió en Caracas, sucedió en Bogotá, capital Colombiana.",0.05
¿Pueblo? Yo diría cuatro pendejos que se dejan manipular por la derecha que se los terminará clavando peor de lo que hacen ahora mientras no están en el poder.,0.575
"Verlo de esta manera me gusta, me gusta verlo feliz cuando hace su trabajo con GUSTO y con FELICIDAD, deseo de todo corazón que te recuperes y estés bien por tu salud",0
   Ya vale ya con el temita estan ya pagando lo que hicieron pero un desgraciado como este va a por tod.,0.875
"Gordo pajero, la cara no la tenes al pedo degenerado de mierda, por algo Victoria Donda votó a favor de los violado… ",0.95
 Este tío es un desgraciado. A la puta cárcel... ya está bien tanta tontería. Y desde Bruselas el  cobarde de mierda.,0.85
Diosdado das arrechera solamente en mirarte tu crees llegar a anciano??? No creeo!!!!! Cuanto tiempo crees o creen poder llevar el peso de venezuela encima ya para ustedes es una carga que cada vez se les pone mas pesada y en cualquier momento ustedesse caeran,0.575
"Si una empresa no es rentable,no lo va a ser más porque se nacionalice.Más bien se obliga a todos los contribuyentes a subvencionar y mantener un pozo sin fondo de recursos.Especialmente peligrosa es la nacionalizacion de la banca:Mal salio ya lo de las cajas,y eran seudoprivadas",0.025
"Algo más estúpido que escuchar a un hombre decir ""son todas iguales?""",0.575
"Ya esta, se armo una grieta enorme que se venia formando hace rato. Están con las pibas o estan con los soretes. Ya no hay tiempos para tibios, acompañen o mueran con toda la mierda",0.6
"Cree en serio que los venezolanos somos ignorantes o un pueblo al que nos pueden seguir manipulando a sus antojos, pues creo te vas a llevar una gran sorpresa Diosdado, porque Dios está obrando a través de su pueblo, la transición para el cambio es inminente, prepara tu corazón.",0.05
 LA CAMI ENCIMA QUE VA A LLORAR SE VA A PONER LOCA!,0.125
Captura en ese mismo tiempo a los malandros y asesinos q nos tienen en sosobra todos los malditos dias basura.,0
"""Vinícius estaba más tiempo en el suelo que de pie. Le he reclamado que no se tirara y me ha llamado hijo de puta bueno, se ha acordado de mi madre tres veces"". ",0.275
"Estoy convencido: La Cuarta Transformación de México se encuentra en detonar la ciencia, la tecnología y la innovación trabajando de manera coordinada Gobierno y los gobiernos estatales.",0.025
Andalucía Sevilla fotografía España que la noche se a una felicidad. ,0.025
" Tonto e ignorante tan burro,  el hambre està acabando con nuestros hermanos Venezolanos.",0.775
"La justicia divina tarda pero llega. El tiempo de Dios es perfecto. La arrogancia, la avaricia, la ambición son los peores aliados y usted los tomo, DIOS te de mucha vida para que pagues todo el daño que has hecho.",0
"�uLa paciencia es una virtud” 

- Yo, recordándome no azotar la computadora.",0.175
"Negro de mierda, planero culiao, por estamos asi!",0.975
" Vergacion quitenle la computadora a este ANIMAL ... Jubilate nadie te quizo nadie, te quiere y no representas a nadie",0.6
" �uEl único límite a nuestros logros de mañana, está en nuestras dudas de hoy.” – Franklin D. Roosevelt (1882-1945) ",0
"Uyyy, pero que historia tan magnífica. Y es que estas reconociendo que en Colombia son excelentes entrenadores de lucha!!! Hay loquero como que tienes afectado el cogote.jajaja jajaja.",0.45
        Te pongo otro… ,0
Muchos políticos cuando los expongo frente a sus mentiras y contradicciones y muestro la basura que son me tildan de payaso. Por lo menos la profesión de payaso es una actividad digna. En cambio ser un chorro es una mierda más allá de los modales y formas políticamente correctas.,0.575
"¡Vemos la necesidad y respondemos! En la primera semana de febrero comienza la reconstrucción del Centro Educativo Latinoamericano, ubicado en la colonia El Sitio de la capital. Se repararán 11 aulas, 2 módulos sanitarios y el muro perimetral del centro educativo.",0
   Alguien se ganó la lotería. Ya salió el primer estúpido.,0.625
"""Es que cuando te conocí me mirabas muy mal"", es lo que más me han dicho en esta vida. QUE SOY MIOPE Y NO LLEVABA GAFAS COÑO. Y frunzo el ceño porque pienso mucho y en realidad no estoy escuchando nada.",0.375
" Tiene muchos fans a los que yo llamo ""jalabolas"".",0.725
  Nojoda tu crees q el no sabe jajaja,0.575
"Ciencia. Recorrer Europa en un coche eléctrico no es, al menos por ahora, nada fácil ni divertido: Marie Mawad es usuaria habitual de coches eléctricos en París, donde hay puntos de recarga repartidos por prácticamente toda la ciudad.",0
"Lo bueno de que haya gente tan mongolica en las redes es que si escribis drogado pareces un mongolico mas, JAJAJAJAJA LLORO",0.9
"Se aprueba un acuerdo para nombrar un �urepresentante especial” ante ese organismo, se asigna a",0
"Para denunciar a los corruptos según este pendejo, primero tienes que ganar una elección...  Parece chiste, pero correa logró taponar las cañerías cerebrales de sus , sólo les fluye coliformes. ",0.85
